id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
3564,Club Ca n't Handle Me ( Ridney Remix ) Flo Rida $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 17-Aug-10,None,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",None,None,6:10,None
3565,"Club Ca n't Handle Me ( Ridney Remix ) Dance , Music 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,None,$ 1.29,None,6:10,17-Aug-10
3566,Club Ca n't Handle Me ( Ridney Remix ) Flo Rida 6:10,None,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,17-Aug-10
3567,"Club Ca n't Handle Me ( Ridney Remix ) Flo Rida Dance , Music 6:10 17-Aug-10",None,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,None,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3568,"SMH ( Shakin My Head ) [ feat . Flo Rida ] Hip-Hop/Rap , Music , Rap 12-Oct-10",Detail & Flo Rida,SMH ( Shakin My Head ) [ feat . Flo Rida ] - Single,None,$ 0.99,"2010 Universal Republic Records , a division of UMG Recordings , Inc.",3:23,None
3569,"SMH ( Shakin ' My Head ) [ feat . Flo Rida ] Detail & Flo Rida Hip-Hop/Rap , Music , Rap 3:23 12-Oct-10",None,SMH ( Shakin ' My Head ) [ feat . Flo Rida ] - Single,None,$ 0.99,"2010 Universal Republic Records , a division of UMG Recordings , Inc.",None,None
3570,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Only One Flo , Pt. 1 Hip-Hop/Rap , Music , Rap , Dirty South $ 1.29 3:36 24-Nov-10",Flo Rida,None,None,None,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3571,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Hip-Hop/Rap , Music , Rap , Dirty South 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:36 24-Nov-10",Flo Rida,"Only One Flo , Pt. 1",None,$ 1.29,None,None,None
3572,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Flo Rida Hip-Hop/Rap , Music , Rap , Dirty South",None,"Only One Flo , Pt. 1",None,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,24-Nov-10
3573,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:36",Flo Rida,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",$ 1.29,None,None,24-Nov-10
3574,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Flo Rida $ 1.29 24-Nov-10",None,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",None,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,None
3575,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Flo Rida Only One Flo , Pt. 1 Hip-Hop/Rap , Music , Rap , Dirty South 3:36",None,None,None,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,24-Nov-10
3576,Sugar ( Mondotek Remix Dub ) Sugar Remixes ( feat . Wynter ) $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 4:42 2-Jun-09,Flo Rida,None,"Hip-Hop/Rap , Music , Dirty South , Dance",None,None,None,None
3577,Sugar ( Mondotek Remix Dub ) $ 1.29,Flo Rida,Sugar Remixes ( feat . Wynter ),"Hip-Hop/Rap , Music , Dirty South , Dance",None,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:42,2-Jun-09
3578,Sugar ( Mondotek Remix Dub ) 2-Jun-09,Flo Rida,Sugar Remixes ( feat . Wynter ),"Hip-Hop/Rap , Music , Dirty South , Dance",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:42,None
3579,"Sugar ( Mondotek Remix Dub ) Hip-Hop/Rap , Music , Dirty South , Dance $ 1.29",Flo Rida,Sugar Remixes ( feat . Wynter ),None,None,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:42,2-Jun-09
3580,"Sugar ( Mondotek Remix Dub ) Flo Rida Hip-Hop/Rap , Music , Dirty South , Dance 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 2-Jun-09",None,Sugar Remixes ( feat . Wynter ),None,$ 1.29,None,4:42,None
3581,"Sugar ( Mondotek Remix Dub ) Flo Rida Sugar Remixes ( feat . Wynter ) Hip-Hop/Rap , Music , Dirty South , Dance $ 1.29 2-Jun-09",None,None,None,None,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:42,None
3582,Jump ( Disco Fries Extended Mix ) Jump ( Remixes ) [ feat . Nelly Furtado ] 4:34,Flo Rida,None,"Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,1-Sep-09
3583,Jump ( Disco Fries Extended Mix ) Flo Rida Jump ( Remixes ) [ feat . Nelly Furtado ] 4:34 1-Sep-09,None,None,"Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,None
3584,"Jump ( Disco Fries Extended Mix ) Flo Rida Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",None,Jump ( Remixes ) [ feat . Nelly Furtado ],None,$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:34,1-Sep-09
3585,Jump ( Disco Fries Extended Mix ) Flo Rida $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 1-Sep-09,None,Jump ( Remixes ) [ feat . Nelly Furtado ],"Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",None,None,4:34,None
3586,Jump ( Disco Fries Extended Mix ) Jump ( Remixes ) [ feat . Nelly Furtado ],Flo Rida,None,"Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:34,1-Sep-09
3587,Jump ( Disco Fries Extended Mix ) Flo Rida Jump ( Remixes ) [ feat . Nelly Furtado ] $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 4:34,None,None,"Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",None,None,None,1-Sep-09
3588,Jump ( Disco Fries Extended Mix ) Jump ( Remixes ) [ feat . Nelly Furtado ] $ 1.29 4:34 1-Sep-09,Flo Rida,None,"Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",None,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,None
3589,Jump ( Disco Fries Extended Mix ) Flo Rida Jump ( Remixes ) [ feat . Nelly Furtado ] 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 4:34,None,None,"Dance,Music,Electronic,Hip-Hop / Rap , Dirty South",$ 1.29,None,None,1-Sep-09
3590,"Jump ( Disco Fries Extended Mix ) Dance,Music,Electronic,Hip-Hop / Rap , Dirty South 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 4:34",Flo Rida,Jump ( Remixes ) [ feat . Nelly Furtado ],None,$ 1.29,None,None,1-Sep-09
3591,"Be On You ( feat . Ne-Yo ) [ Jupiter Ace Remix ] Be On You ( feat . Ne-Yo ) [ Jupiter Ace Remix ] - Single Dance , Music $ 1.29 6:18 29-Sep-09",Flo Rida,None,None,None,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,None
3592,"Fresh I Stay Hip-Hop/Rap , Music , Rap , Electronic , Dance , Dirty South $ 1.29 3:05 28-Jun-10",Flo Rida,Club Ca n't Handle Me - Single,None,None,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3593,Right Round ( Mark Brown Remix Dub ) Right Round Remixes - EP $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 6:51 2-Jun-09,Flo Rida,None,"Hip-Hop/Rap , Music , Dance , Dirty South",None,None,None,None
3594,"Right Round ( Mark Brown Remix Dub ) Hip-Hop/Rap , Music , Dance , Dirty South 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .",Flo Rida,Right Round Remixes - EP,None,$ 1.29,None,6:51,2-Jun-09
3595,Right Round ( Mark Brown Remix Dub ) Right Round Remixes - EP 2-Jun-09,Flo Rida,None,"Hip-Hop/Rap , Music , Dance , Dirty South",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,6:51,None
3596,"Right Round ( Mark Brown Remix Dub ) Flo Rida Hip-Hop/Rap , Music , Dance , Dirty South $ 1.29 6:51 2-Jun-09",None,Right Round Remixes - EP,None,None,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,None,None
3597,"Sugar ( Mondotek Remix Dub ) Flo Rida Sugar Remixes ( feat . Wynter ) Hip-Hop/Rap , Music , Dirty South , Dance 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 2-Jun-09",None,None,None,$ 1.29,None,4:42,None
3598,"Elevator ( feat . Timbaland ) Flo Rida Hip-Hop/Rap , Music , Dirty South $ 1.99 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:55",None,Mail On Sunday ( Deluxe Version ),None,None,None,None,18-Mar-08
3599,"Elevator ( feat . Timbaland ) Flo Rida Hip-Hop/Rap , Music , Dirty South $ 1.99 17-Mar-08",None,Mail On Sunday ( Deluxe Version ),None,None,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,None
3600,"Elevator ( feat . Timbaland ) Hip-Hop/Rap , Music , Dirty South 3:55",Flo Rida,Mail On Sunday ( Deluxe Version ),None,$ 1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,17-Mar-08
3601,"Elevator ( feat . Timbaland ) Flo Rida Mail On Sunday ( Deluxe Version ) Hip-Hop/Rap , Music , Dirty South $ 1.99 3:55",None,None,None,None,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,17-Mar-08
3602,Elevator ( feat . Timbaland ) Mail On Sunday ( Deluxe Version ),Flo Rida,None,"Hip-Hop/Rap , Music , Dirty South",$ 1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,17-Mar-08
3603,Elevator ( feat . Timbaland ) $ 1.99 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:55 17-Mar-08,Flo Rida,Mail On Sunday ( Deluxe Version ),"Hip-Hop/Rap , Music , Dirty South",None,None,None,None
3604,"Elevator ( feat . Timbaland ) Flo Rida Hip-Hop/Rap , Music , Dirty South 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",None,Mail On Sunday ( Deluxe Version ),None,$ 1.99,None,3:55,17-Mar-08
3605,"Elevator ( feat . Timbaland ) Flo Rida Mail On Sunday ( Deluxe Version ) Hip-Hop/Rap , Music , Dirty South $ 1.99 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:55",None,None,None,None,None,None,17-Mar-08
3606,Elevator ( feat . Timbaland ) Mail On Sunday ( Deluxe Version ) $ 1.99 17-Mar-08,Flo Rida,None,"Hip-Hop/Rap , Music , Dirty South",None,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,None
3607,Elevator ( feat . Timbaland ) $ 1.99 17-Mar-08,Flo Rida,Mail On Sunday ( Deluxe Version ),"Hip-Hop/Rap , Music , Dirty South",None,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,None
3608,"Elevator ( feat . Timbaland ) Hip-Hop/Rap , Music , Dirty South 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:55 17-Mar-08",Flo Rida,Mail On Sunday ( Deluxe Version ),None,$ 1.99,None,None,None
3609,Elevator ( feat . Timbaland ) Flo Rida 3:55 17-Mar-08,None,Mail On Sunday ( Deluxe Version ),"Hip-Hop/Rap , Music , Dirty South",$ 1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
3610,Money Right ( feat . Rick Ross & Brisco ) Mail On Sunday $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Flo Rida,None,"Hip-Hop/Rap , Music , Pop , Dirty South",None,None,3:16,18-Mar-08
3611,Money Right ( feat . Rick Ross & Brisco ) Mail On Sunday $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:16 18-Mar-08,Flo Rida,None,"Hip-Hop/Rap , Music , Pop , Dirty South",None,None,None,None
3612,Money Right ( feat . Rick Ross & Brisco ) 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:16 18-Mar-08,Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,None,None,None
3613,"Money Right ( feat . Rick Ross & Brisco ) Flo Rida Mail On Sunday Hip-Hop/Rap , Music , Pop , Dirty South $ 1.29 18-Mar-08",None,None,None,None,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,None
3614,"Money Right ( feat . Rick Ross & Brisco ) Flo Rida Mail On Sunday Hip-Hop/Rap , Music , Pop , Dirty South 18-Mar-08",None,None,None,$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,None
3615,Money Right ( feat . Rick Ross & Brisco ) Flo Rida 3:16,None,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,18-Mar-08
3616,Money Right ( feat . Rick Ross & Brisco ) Flo Rida $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:16 18-Mar-08,None,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",None,None,None,None
3617,"Money Right ( feat . Rick Ross & Brisco ) Hip-Hop/Rap , Music , Pop , Dirty South",Flo Rida,Mail On Sunday,None,$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,18-Mar-08
3618,"Money Right ( feat . Rick Ross & Brisco ) Hip-Hop/Rap , Music , Pop , Dirty South $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:16 18-Mar-08",Flo Rida,Mail On Sunday,None,None,None,None,None
3619,Money Right ( feat . Rick Ross & Brisco ) $ 1.29 18-Mar-08,Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",None,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,None
3620,Money Right ( feat . Rick Ross & Brisco ) Mail On Sunday $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Flo Rida,None,"Hip-Hop/Rap , Music , Pop , Dirty South",None,None,3:16,18-Mar-08
