id,label,left_name,left_description,left_price,right_name,right_description,right_price
3047,1,omnimount moda 2 shelf wall furniture mwfs,omnimount moda 2 shelf wall furniture mwfs modular design integrated cable management tempered glass shelves,299.0,omnimount mwfs moda collection 2 shelf wall mounted furniture system espresso,None,158.16
3048,1,panasonic black 8.5 ' portable dvd player dvdls86,panasonic black 8.5 ' portable dvd player dvdls86 8.5 ' free style wide screen lcd display 13 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,None,panasonic dvd-ls86 portable dvd player,"8.5 ' lcd dvd + rw , dvd-rw , dvd-ram , dvd-r , dvd + r , cd-rw cd-da , mp3 , wma , jpeg , mpeg-4 , divx , video cd , svcd , highmat , dvd video playback",164.12
3049,1,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,None,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,None
3050,0,canon silver 10 megapixel powershot digital camera sd890is,canon silver 10 megapixel powershot digital camera sd890is 10.0 megapixel 5x optical zoom optical image stabilizer 2.5 ' purecolor lcd face detection technology motion detection technology digic iii image processor red-eye correction silver finish,None,canon dc320 digital camcorder 2691b001,canon dc320 dvd digital camcorder,299.99
3051,0,sony cyber-shot black digital camera dsch10b,sony dsch10 cyber-shot black digital camera dsch10b 8.1 megapixels 3.0 ' lcd display carl zeiss 10x optical zoom lens 31 mb internal memory versatile flash advanced sports mode 9-point auto focus high sensitivity mode burst mode face detection in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility stamina battery power beginner-friendly function guide black finish,None,sony handycam dcr-sr45 digital camcorder dcrsr45,16:9 2.7 ' hybrid lcd,304.99
3052,0,panasonic black expandable digital cordless dect 6.0 phone system kxtg9348t,panasonic black expandable digital cordless dect 6.0 phone system kxtg9348t automatic clarity booster 5 hours talk time 11 days standby white backlit lcd 6-step speakerphone volume 1 drop & splash resistant phone 1.9 ghz frequency range night mode black finish,None,panasonic kx-tg8232b cordless phone,1 x phone line ( s ) black,79.99
3053,0,panasonic outdoor network camera bbhcm331a,panasonic outdoor network camera bbhcm331a two-way voice communication ccd sensor for enhanced image expression 10x digital zoom 23 preset parameters control the camera remotely record directly onto sd cards silver finish,None,panasonic lumix dmc-tz5 digital camera black,"panasonic lumix dmc-tz5k 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output black",None
3054,0,sony bravia wireless home theater system in black davhdx576wf,sony bravia wireless home theater system in black davhdx576wf 5.1 channel surround sound s-air technology bravia sync digital media port hdmi output with 720p/1080p upscaling of dvd media digital cinema auto calibration portable audio enhancer multi speaker formation music/movie mode black finish,None,denon dht-589ba home theater system,", a/v receiver , 5.1 speakers dolby pro logic ii , dts",448.8
3055,0,panasonic black dect 6.0 cordless telephone kxtg9333t,panasonic black dect 6.0 cordless telephone kxtg9333t 1 base and 2 handsets extended talk time reduced interference all-digital answering system up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability built-in clock with alarm digital speakerphone on handset black finish,None,panasonic kx-tg9332s dect 6.0 expandable digital cordless phone,1 x phone line ( s ) silver,None
3056,0,sony vaio cs series pink notebook computer vgncs180jp,sony vaio cs series pink notebook computer vgncs180jp 2.26 ghz intel core 2 duo processor p8400 14.1 ' ( 1280 x 800 ) xbrite-eco widescreen display 320gb serial ata 5400rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache blu-ray drive ( read only ) genuine microsoft windows vista home premium 64-bit pink finish,None,sony z591u/b notebook vgnz591u/b,"sony vaio z591u/b laptop intel centrino 2 core 2 duo p9500 2.53 ghz , 4gb ddr3 , 320gb sata hdd , 13.1 ' lcd , br-rom/dvdrw , 802.11 a/b/g / n , bluetooth , windows vista ultimate",2849.99
3057,0,sony black 13.6 megapixel cyber-shot digital camera dscw300,sony black 13.6 megapixel cyber-shot digital camera dscw300 13.6 megapixel carl zeiss 3x optical zoom lens 2.7 ' clear photo lcd display in-camera retouching 15 mb internal memory in-camera red-eye correction super steadyshot optical image stabilization double anti-blur solution black finish,None,sony lcs-csq soft cyber-shot camera case lcscsq/b,top loading polyamide black,None
3058,0,sharp aquos 52 ' d85u series black lcd flat panel hdtv lc52d85u,"sharp aquos 52 ' d85u series black lcd flat panel hdtv lc52d85u full hd 1080p ( 1920 x 1080 ) resolution 10-bit advanced super view 120hz fine motion enhanced built-in atsc/qam/ntsc tuners 60,000 hours lamp life 10,000:1 dynamic contrast ratio 4ms response time 3-wavelength back-light system black finish",None,sharp aquos lc-42d85u 42 ' lcd tv,"42 ' active matrix tft atsc , ntsc 16:9 1920 x 1080 hdtv 1080p",1076.65
3059,0,canon color ink tank cl41cl,"canon color ink tank cl41cl compatible with the pixma ip1600 , mp170 printers",24.0,canon cli-8y ink cartridge 0623b002,yellow,13.99
3060,0,sony 40gb high definition hard disk drive handycam camcorder hdrsr10,sony 40gb high definition hard disk drive handycam camcorder hdrsr10 1920 x 1080 recording face detection 2.3 megapixel clearvid cmos sensor bionz image processor exmor imaging sensor 15x optical/180x digital zoom 2.7 ' wide ( 16:9 ) hybrid touch panel clear photo lcd plus display dolby digital 5.1 ch recording dynamic range optimizer super nightshot infrared system x.v. color technology,None,sony handycam dcr-sr45 digital camcorder dcrsr45,16:9 2.7 ' hybrid lcd,304.99
3061,0,samsung s2 green 1gb flash mp3 player yps2zg,"samsung s2 green 1gb flash mp3 player yps2zg super compact pebble shape design supports mp3 , wma and ogg 1 gb internal flash memory multi-color led light effects embedded easy-to-use playback controls dnse 2.0 enabled usb connection up to 13 hours of playback green finish",None,samsung dvd-1080p8 dvd player,"dvd + rw , dvd-rw , cd-rw dvd video , jpeg , mp3 , wma , mpeg-4 , dvd audio , video cd , cd-da , divx playback progressive scan",72.11
3062,0,sony gold cyber-shot digital camera dscw150n,sony dscw150 gold cyber-shot digital camera dscw150n 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide gold finish,None,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88
3063,0,sony silver digital voice recorder icdb600,sony silver digital voice recorder icdb600 512mb built-in flash memory up to 300 hours of recording time 3 recording modes 4 message folders large lcd display voice operated recording 250mw speaker output date and time stamp silver finish,39.0,sony cyber-shot dsc-w120 digital camera silver dscw120,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,106.42
3064,0,panasonic black dect 6.0 cordless telephone kxtg9333t,panasonic black dect 6.0 cordless telephone kxtg9333t 1 base and 2 handsets extended talk time reduced interference all-digital answering system up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability built-in clock with alarm digital speakerphone on handset black finish,None,panasonic kx-ts3282b corded phone,2 x phone line ( s ) headset black,None
3065,0,garmin nuvi 205 gps navigation system 0100071740,"garmin nuvi 205 gps navigation system 0100071740 3.5 ' antiglare display contiguous u.s. , canada or regional sections of europe preloaded maps voice prompts 3d map option auto re-route choice of route setup fm traffic compatible msn direct for u.s. compatible touchscreen microsd slot up to 4 hours of battery life anti-theft garmin lock grey finish",None,garmin nvi 205w automobile navigator 010-00718-40,garmin nuvi 205w portable gps system w / preloaded maps,162.99
3066,0,canon black 8.0 megapixel powershot digital camera a590is,canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish,None,canon eos rebel xsi digital slr camera silver 2757b001,12.2 megapixel 3 ' active matrix tft color lcd,None
3067,0,sony black component home theater system ht7200dh,sony black component home theater system ht7200dh 900 watts 5.1 channels hdmi 1080p output dvd player hdmi active intellegence av receiver 5 satellite speakers xm ready black finish,499.0,sony ht-ct100 home theater system,", 3.1 speakers progressive scan 250w rms",279.95
3068,0,panasonic dect 6.0 silver digital cordless handset kxtga630s,panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish,29.99,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",None
3069,0,sony silver cyber-shot digital camera dscs750,sony silver cyber-shot digital camera dscs750 7.2 megapixel super had ccd 2.5 ' lcd display 3x optical zoom high sensitivity mode auto focus 22 mb internal memory face detection burst mode convenient photo modes beginner-friendly function guide silver finish,None,sony cyber-shot dsc-w150 digital camera red dscw150r,8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,139.94
3070,0,panasonic silver dect 6.0 cordless telephone kxtg1033s,panasonic kx-tg1033s silver dect 6.0 cordless telephone kxtg1033s dect 6.0 technology light up indicator 16-minute all-digital answering system silver finish,None,panasonic kx-tg9372b expandable digital cordless phone,1 x phone line ( s ) black,86.54
3071,0,sony pink earbud style headphones mdrex55p,sony mdrex55pnk pink earbud style headphones mdrex55p 9mm ex driver provides comfort fit and deep bass sound soft fitting silicon housing 3 sizes earbuds carrying pouch pink finish,None,sony fontopia earbuds mdrex81lpb,sony mdr-ex81lp / b stereo earphones black,34.88
3072,0,linksys wireless-g range expander wre54g,linksys wireless-g range expander wre54g supports 64/128-bit wep encryption in 802.11 b/802 .11 g wireless lan configurable through your networked pc?s web browser or the included setup wizard expand your wireless coverage to eliminate dead spots works with both 802.11 b and 802.11 g wireless networks rj-45 10/100 port for easy configuration silver finish,99.0,linksys wga600n wireless gaming adapter,54mbps,None
3073,1,apple usb modem white finish ma034za,"apple usb modem ma034za supports caller id , wake on ring , telephone answering ( v. 253 ) , modem on hold v. 92 software support",54.0,apple v. 92 data/fax usb modem ma034za,usb rj-11 phoneline 56 kbps,49.0
3074,1,sony black handycam camcorder soft carrying case lcsx20,sony black handycam camcorder soft carrying case lcsx20 compatible to hard drive and dvd camcorders stain resistant nylon organizer for accessories shoulder held case,None,sony lcs-x20 camcorder case lcsx20,"nylon , polyamide black",None
3075,0,linksys ultra rangeplus wireless-n broadband router wrt160n,linksys ultra rangeplus wireless-n broadband router wrt160n internet-sharing router 4-port switch enhanced wireless access point mimo technology faster than wireless-g protected by wireless encryption powerful spi firewall 2 antennas glossy black finish,79.0,linksys wusb600n dual-band wireless-nusb network adapter wusb600n,linksys dual-band wireless-n usb network adapter,None
