id,title,authors,venue,year
1744,database in crisis and transition : a technical agenda for the year 2001 d vaskevitch 1994,None,sigmod conference,None
1745,coss : the common object services specifications sigmod conference,b martin,None,1994.0
1746,"materialized view selection for multidimensional datasets a shukla , p deshpande , j naughton",None,vldb,1998.0
1747,"the effectiveness of gloss for the text database discovery problem l gravano , h garcia-molina , a tomasic",None,sigmod conference,1994.0
1748,"ratio rules : a new paradigm for fast , quantifiable data mining","f korn , a labrinidis , y kotidis , c faloutsos",vldb,1998.0
1749,implementation of magic-sets in a relational database system 1994,"i mumick , h pirahesh",sigmod conference,None
1750,"scalable sweeping-based spatial join l arge , o procopiuc , s ramaswamy , t suel , j vitter vldb 1998",None,None,None
1751,mining surprising patterns using temporal description length,"s chakrabarti , s sarawagi , b dom",vldb,1998.0
1752,optimization of dynamic query evaluation plans 1994,"r cole , g graefe",sigmod conference,None
1753,"incomplete path expressions and their disambiguation y ioannidis , y lashkari sigmod conference",None,None,1994.0
1754,scalable techniques for mining causal structures 1998,"c silverstein , s brin , r motwani , j ullman",vldb,None
1755,"sleepers and workaholics : caching strategies in mobile environments d barbarс , t imielinski",None,sigmod conference,1994.0
1756,selectivity estimation in extensible databases - a neural network approach 1998,"m lakshmi , s zhou",vldb,None
1757,evolving teradata decision support for massively parallel processing with unix c ballinger sigmod conference,None,None,1994.0
1758,massive stochastic testing of sql d slutz vldb 1998,None,None,None
1759,"issues in developing very large data warehouses l do , p drew , w jin , v jumani , d rossum",None,vldb,1998.0
1760,staggered striping in multimedia information systems sigmod conference 1994,"s berson , s ghandeharizadeh , r muntz , x ju",None,None
1761,database issues in telecommunications network management 1994,i ahn,sigmod conference,None
1762,the drill down benchmark vldb 1998,"p boncz , t rќhl , f kwakkel",None,None
1763,the national medical knowledge bank vldb,w sterling,None,1998.0
1764,"quickly generating billion-record synthetic databases j gray , p sundaresan , s englert , k baclawski , p weinberger",None,sigmod conference,1994.0
1765,experiences in federated databases : from iro-db to miro-web vldb 1998,"p fankhauser , g gardarin , m lopez , j muёoz , a tomasic",None,None
1766,predictive dynamic load balancing of parallel and distributed rule and query processing,"h dewan , s stolfo , m hernсndez , j hwang",sigmod conference,1994.0
1767,materialized views in oracle,"r bello , k dias , a downing , j jr. , j finnerty , w norcott , h sun , a witkowski , m ziauddin",vldb,1998.0
1768,incremental updates of inverted lists for text document retrieval sigmod conference,"a tomasic , h garcia-molina , k shoens",None,1994.0
1769,"koda - the architecture and interface of a data model independent kernel g arun , a joshi",None,vldb,1998.0
1770,"optimizing queries on files m consens , t milo",None,sigmod conference,1994.0
1771,"on parallel execution of multiple pipelined hash joins h hsiao , m chen , p yu sigmod conference 1994",None,None,None
1772,the adabas buffer pool manager h schіning 1998,None,vldb,None
1773,multi-step processing of spatial joins sigmod conference 1994,"t brinkhoff , h kriegel , r schneider , b seeger",None,None
1774,"plan-per-tuple optimization solution - parallel execution of expensive user-defined functions f cariёo , w o'connell 1998",None,vldb,None
1775,"spatial joins using seeded trees m lo , c ravishankar sigmod conference",None,None,1994.0
1776,"is web-site management a database problem ? d florescu , a levy , d suciu 1998",None,vldb,None
1777,"managing memory for real-time queries h pang , m carey , m livny sigmod conference 1994",None,None,None
1778,"information , communication , and money : for what can we charge and how can we meter it ? vldb","s blott , h korth , a silberschatz",None,1998.0
1779,starting ( and sometimes ending ) a database company j orenstein 1998,None,vldb,None
1780,shoring up persistent applications 1994,"m carey , d dewitt , m franklin , n hall , m mcauliffe , j naughton , d schuh , m solomon , c tan , o tsatalos , s white , m zwilling",sigmod conference,None
1781,the cubetree storage organization 1998,"n roussopoulos , y kotidis",vldb,None
1782,quickstore : a high performance mapped object store sigmod conference,"s white , d dewitt",None,1994.0
1783,"self-adaptive , on-line reclustering of complex object data 1994","w jr. , r king",sigmod conference,None
1784,"ibm 's db2 universal database demonstrations at vldb '98 k schiefer , j kleewein , k brannon , g lohman , g fuh",None,vldb,1998.0
1785,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994.0
1786,mapinfo spatialware : a spatial information server for rdbms c mina 1998,None,vldb,None
1787,practical predicate placement j hellerstein,None,sigmod conference,1994.0
1788,"optimizing disjunctive queries with expensive predicates a kemper , g moerkotte , k peithner , m steinbrunn 1994",None,sigmod conference,None
1789,oracle industrial exhibit a pogue 1998,None,vldb,None
1790,a language for manipulating arrays,"a marathe , k salem",vldb,1997.0
1791,outerjoins as disjunctions c galindo-legaria,None,sigmod conference,1994.0
1792,a foundation for multi-dimensional databases vldb 1997,"m gyssens , l lakshmanan",None,None
1793,"partition selection policies in object database garbage collection j cook , a wolf , b zorn 1994",None,sigmod conference,None
1794,"cost-based selection of path expression processing algorithms in object-oriented databases g gardarin , j gruser , z tang 1996",None,vldb,None
1795,nonstop sql : scalability and availability for decision support sigmod conference 1994,s englert,None,None
1796,dynamic load balancing in hierarchical parallel database systems 1996,"l bouganim , d florescu , p valduriez",vldb,None
1797,red brick warehouse : a read-mostly rdbms for open smp platforms p fernandez sigmod conference 1994,None,None,None
1798,"disseminating updates on broadcast disks s acharya , m franklin , s zdonik 1996",None,vldb,None
1799,the montage extensible datablade achitecture m ubell,None,sigmod conference,1994.0
1800,object-oriented features of db2 client/server h pirahesh sigmod conference 1994,None,None,None
1801,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system g gardarin , f sha , z tang vldb 1996",None,None,None
1802,answering queries with aggregation using views 1996,"d srivastava , s dar , h jagadish , a levy",vldb,None
1803,"the impress ddt : a database design toolbox based on a formal specification language j flokstra , m keulen , j skowronek",None,sigmod conference,1994.0
1804,clustering techniques for minimizing external path length vldb 1996,"a diwan , s rane , s seshadri , s sudarshan",None,None
1805,"the medusa project : autonomous data management in a shared-nothing parallel database machine g bryan , w moore , b curry , k lodge , j geyer 1994",None,sigmod conference,None
1806,enterprise information architectures -- they 're finally changing w melling 1994,None,sigmod conference,None
1807,fast nearest neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z protopapas",vldb,1996.0
1808,relaxed transaction processing,"m singh , c tomlinson , d woelk",sigmod conference,1994.0
1809,"applying data mining techniques to a health insurance information system m viveros , j nearhos , m rothman vldb",None,None,1996.0
1810,oracle 's symmetric replication technology and implications for application design sigmod conference,"d daniels , l doo , a downing , c elsbernd , g hallmark , s jain , b jenkins , p lim , g smith , b souder , j stamos",None,1994.0
1811,"coalescing in temporal databases m bіhlen , r snodgrass , m soo",None,vldb,1996.0
1812,"sybase replication server a gorelik , y wang , m deppe sigmod conference 1994",None,None,None
1813,effective & efficient document ranking without using a large lexicon y ogawa,None,vldb,1996.0
1814,"xsb as an efficient deductive database engine k sagonas , t swift , d warren",None,sigmod conference,1994.0
1815,a new sql-like operator for mining association rules vldb 1996,"r meo , g psaila , s ceri",None,None
1816,parallel database systems in the 1990 's m carey 1994,None,sigmod conference,None
1817,"constructing efficient decision trees by using optimized numeric association rules t fukuda , y morimoto , s morishita , t tokuyama vldb 1996",None,None,None
1818,odmg-93 : a standard for object-oriented dbmss r cattell 1994,None,sigmod conference,None
1819,efficient snapshot differential algorithms for data warehousing vldb,"w labio , h garcia-molina",None,1996.0
1820,eroc : a toolkit for building neato query optimizers 1996,"w mckenna , l burger , c hoang , m truong",vldb,None
1821,unisql/x unified relational and object-oriented database system w kim,None,sigmod conference,1994.0
1822,filter trees for managing spatial data over a range of size granularities vldb 1996,"k sevcik , n koudas",None,None
1823,"oracle media server : providing consumer based interactive access to multimedia data a laursen , j olkin , m porter 1994",None,sigmod conference,None
1824,object-oriented extensions in sql3 : a status report 1994,k kulkarni,sigmod conference,None
1825,"analysis of n-dimensional quadtrees using the hausdorff fractal dimension c faloutsos , v gaede vldb",None,None,1996.0
1826,the design and implementation of a sequence database system vldb,"p seshadri , m livny , r ramakrishnan",None,1996.0
