id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
9887,0,the oracle universal server buffer,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n macnaughton",vldb,1997,the universal instance,"e sciore , i dependencies","proc . of acm symp . on pods ,",None
9888,1,dataguides : enabling query formulation and optimization in semistructured databases,"r goldman , j widom",vldb,1997,dataguides : enabling query formulation and optimization in semi-structured database,"r goldman , j widom","proc . intâ ?? l conf on vldb ,",None
9889,0,m-tree : an efficient access method for similarity search in metric spaces,"p ciaccia , m patella , p zezula",vldb,1997,the gih-tree : an efficient and robust access method for points and rectangles,"n beckmann , hp kriegel , r schneider , b seeger",proceedings of acm,None
9890,0,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,a data model and data structures for moving objects databases,"l florizzi , rh gutting , e nardelli , m schneider","acm sigmod ,",None
9891,0,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000,design and implementation of the glue-nail database system,"mads morishita , g phippst",None,None
9892,0,guest editor 's introduction,None,None,1998,taking issue : guest editor 's introduction,hj levesque,"computational intelligence ,",None
9893,0,dwms : data warehouse management system,n mohan,vldb,1996,codasyl data-base management systems,"rw taylor , rl frank","acm computing surveys ( csur ) ,",1976.0
9894,0,secure buffering in firm real-time database systems,"b george , j haritsa",vldb,1998,a concurrency control protocol for read-only transactions in real-time secure database systems,"h han , s park , c park",None,None
9895,0,efficient evaluation of queries in a mediator for websources,"v zadorozhny , l raschid , m vidal , t urhan , l bright",sigmod conference,2002,efficient evaluation of queries in a web query optimizer,"v zadorozhny , l raschid , t urhanâ ? ¦","proceedings of the acm sigmod conference ,",None
9896,0,an efficient method for checking object-oriented database schema correctness,"a formica , h grіger , m missikoff",acm trans . database syst .,1998,a query model for object-oriented databases,w krm,proceedings of the international conference on very large,None
9897,1,aggregate-query processing in data warehousing environments,"a gupta , v harinarayan , d quass",vldb,1995,aggregate-query processing in data warehousing environments,agvhd quass,None,None
9898,0,parallel database systems 101,j gray,sigmod conference,1995,special issue in parallelism in database systems,"m carey , p valduriez","the vldb journalâ ?? the international journal on very large & hellip ; ,",1993.0
9899,0,generalized search trees for database systems,"j hellerstein , j naughton , a pfeffer",vldb,1995,s3 : similarity search in cad database systems,hpbs kriegel,proc . acm sigmod int . conf . on management of,None
9900,1,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994,sequence query processing proc,"p sheshadri , m livny , r ramakrishnan","acm sigmod conf ,",None
9901,0,the naos system,"c collet , t coupaye",sigmod conference,1995,the xtr public key system,"ak lenstra , er verheul","lecture notes in computer science ,",2000.0
9902,0,workflow management with service quality guarantees,"m gillmann , g weikum , w wonner",sigmod conference,2002,optimal histograms with quality guarantees,"smvpk sevcik , hv jagadish , n koudas , t suel","proc . of acm sigmod conf ,",None
9903,1,composing web services on the semantic web,"b medjahed , a bouguettaya , a elmagarmid",vldb j.,2003,ahmed k. elmagarmid composing web services on the semantic web,"b medjahed , a bouguettaya",the vldb journal,None
9904,1,the multiview project : object-oriented view technology and applications,"e rundensteiner , h kuno , y ra , v crestana-taube , m jones , p marrѓn",sigmod conference,1996,the multiview project : object-oriented view technology and applications,"ea rundensteiner , ha kuno , yg ra , v crestana-taube","sigmod conference ,",1996.0
9905,0,multi-dimensional resource scheduling for parallel queries,"m garofalakis , y ioannidis",sigmod conference,1996,parallel query scheduling and optimization with timeand space-shared resources,"mn garofalakis , ye ioannidis",proceedings of the 23rd international conference on very,None
9906,0,the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,"a tsois , t sellis",vldb,2003,query optimization in the presence of top -,"lp mahalingam , ks candan",None,None
9907,0,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,research directions in object-oriented databases,w kim,"proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",None
9908,1,storage estimation for multidimensional aggregates in the presence of hierarchies,"a shukla , p deshpande , j naughton , k ramasamy",vldb,1996,storage estimation for multidimensional aggregates in the presence of hierarchies,"a shukla , p deshpande","vldb ,",1996.0
9909,0,the wasa2 object-oriented workflow management system,"g vossen , m weske",sigmod conference,1999,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",None,None
9910,0,space optimization in deductive databases,"d srivastava , s sudarshan , r ramakrishnan , j naughton",acm trans . database syst .,1995,reactive consistency control in deductive databases,"pc lockemann , g moerkotte",acm,None
9911,0,protdb : probabilistic data in xml,"a nierman , h jagadish",vldb,2002,probview : a flexible probabilistic database system,"lvs lakshmanan , n leone , r ross , vs subrahmanian","acm transactions on database systems ,",1997.0
9912,0,conceptual schema analysis : techniques and applications,"s castano , v antonellis , m fugini , b pernici",acm trans . database syst .,1998,intelligent techniques for spatio-temporal data analysis in environmental applications,"n vassilas , e kalapanidas , nm avouris , sj",None,None
9913,0,guest editorial,None,None,2003,guest editorial,"j mai , e marani , s hakomori","the histochemical journal ,",1992.0
9914,0,integration of data mining with database technology,"a netz , s chaudhuri , j bernhardt , u fayyad",vldb,2000,integrating xml data with relational databases,"wc lee , g mitchell , x zhang","icdcs workshop of knowledge discovery and data mining in the & hellip ; ,",2000.0
9915,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,on distributed processibility of datalog queries by decomposing databases,g dong,"proceedings of the 1989 acm sigmod international conference & hellip ; ,",1989.0
9916,0,ordered shared locks for real-time databases,"d agrawal , a abbadi , r jeffers , l lin",vldb j.,1995,concurrency control for distributed real-time databases,"lsr rajkumar , jp lehoczky",acm sigmod record ( mar. .,None
9917,1,the reach active oodbms,"a buchmann , a deutsch , j zimmermann , m higa",sigmod conference,1995,the reach active oodbms,"ap buchmann , a deutsch , j zimmermann , m higa","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
9918,0,on the minimization of xpath queries,"s flesca , f furfaro , e masciari",vldb,2003,stream processing of xpath queries,"a gupta , d suciu",sigmod,None
9919,0,data management challenges in crm,g colliat,sigmod conference,2003,data grid management systems,"rw moore , a jagatheesan",None,None
9920,1,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,query caching and optimization in distributed mediator systems,", ks candan , y papakonstantinou , vs subrahmanian",proc . of the 1996 sigmod conference on management of,None
9921,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,view definition in an object-oriented database,s monk,"information and software technology ,",None
9922,0,dynamat : a dynamic view management system for data warehouses,"y kotidis , n roussopoulos",sigmod conference,1999,data stream management system for mavhome,"q jiang , s chakravarthy",None,None
9923,0,the tpr * - tree : an optimized spatio-temporal access method for predictive queries,"y tao , d papadias , j sun",vldb,2003,the mv3r-tree : a spatio-temporal access method for timestamp and interval queries - group of 4 & raquo ;,"y tao , d papadias","proceedings of the 27th international conference on very & hellip ; ,",2001.0
9924,0,online dynamic reordering for interactive data processing,"v raman , b raman , j hellerstein",vldb,1999,active disks for large-scale data processing,e riedel,None,None
9925,0,the mlpq/gis constraint database system,"p revesz , r chen , p kanjamala , y li , y liu , y wang",sigmod conference,2000,the aditi deductive database system,"j vaghanl , k ramamohanarao , db kemp , z somogyi , pj","the vldb journal the international journal on very large & hellip ; ,",1994.0
9926,0,adaptive filters for continuous queries over distributed data streams,"c olston , j jiang , j widom",sigmod conference,2003,dax : a dynamically adaptive distributed system for processing complex continuous queries,"b liu , y zhu , m jbantova , e rundensteiner","vldb demo ,",None
