_id,ltable_id,rtable_id,label,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year
6398,668,62139,1,updating xml,"i tatarinov , z ives , a halevy , d weld",sigmod conference,2001,"weldâ ?? , d. 2001 . updating xml","i tatarinov , z ives , a halevy",proceedings of,None
6399,535,7643,0,the database and information system research group at the university of ulm,"p dadam , w klas",sigmod record,1997,database research activities at the university of vienna,"am tjoa , g vinek","acm sigmod record ,",1992.0
6400,993,63843,0,query optimization in the presence of limited access patterns,"d florescu , a levy , i manolescu , d suciu",sigmod conference,1999,computing complete answers to queries in the presence of limited access patterns ( extended version ),c li,None,None
6401,1728,6215,0,efficient testing of high performance transaction processing systems,"d wildfogel , r yerneni",vldb,1997,evaluation of remote backup algorithms for transaction-processing systems,"ca polyzois , h garcia-molina","acm transactions on database systems ,",1994.0
6402,1146,58607,0,a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,sal : an algebra for semistructured data and xml .,"c beeri , y tzaban","webdb ( informal proceedings ) ,",1999.0
6403,2370,7074,0,the sift information dissemination system,"t yan , h garcia-molina",acm trans . database syst .,1999,the nimble integration system,"d draper , ay halevy , ds weld","proc . of sigmod ,",None
6404,2565,34826,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,fluting . an introduction to spatial database systems,o gã ?,the vldb,None
6405,2491,63389,0,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"c tќrker , m gertz",vldb j.,2001,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman","sigmod conference ,",2001.0
6406,124,61432,0,managing a db2 parallel edition database,g fecteau,vldb,1995,an overview of db2 parallel edition,"c baru , g fecteau , a goyal , hi hsiao , a jhingran ,","sigmod conference ,",1995.0
6407,19,9393,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,fast algorithems for association rules,"r agrawal , r srikant","proc . of 20th vldb conference ,",None
6408,334,17076,0,multi-dimensional clustering : a new data layout scheme in db2,"s padmanabhan , b bhattacharjee , t malkemus , l cranston , m huras",sigmod conference,2003,query processing using multidimensional clustering in db2,"b bhattacharjee , s padmanabhan , t malkemus , l",proceedings of vldb,None
6409,1821,41920,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,the o 2 object-oriented database system,f bancilhon,proceedings of the 1992 acm sigmod-international conference,None
6410,794,50447,0,on the issue of valid time ( s ) in temporal databases,"s kokkotos , e ioannidis , t panayiotopoulos , c spyropoulos",sigmod record,1995,on the semantics of ( bi ) temporal variable databases,"j clifford , t isakowitz","proceedings of the 4th international conference on extending & hellip ; ,",1994.0
6411,1576,13760,0,cover your assets,m olson,sigmod conference,1995,cover your assets,d essex,"computerworld ,",None
6412,1692,59081,0,paradise : a database system for gis applications,p team,sigmod conference,1995,application of sub-predicate tests in database systems,"r munz , hj schneider , f steyer","vldb ,",1979.0
6413,982,53363,1,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei",sigmod conference,1999,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar","proc . of the acm sigmod intâ ?? l. conf . on the management of & hellip ; ,",1999.0
6414,1325,18372,1,telcordia 's database reconciliation and data quality analysis tool,"f caruso , m cochinwala , u ganapathy , g lalk , p missier",vldb,2000,telcordia 's database reconciliation and data quality analysis tool,"f caruso , m cochinwala , u ganapathy , g lalk , p","proceedings of the international conference on very large & hellip ; ,",2000.0
6415,2420,10703,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,an effective class hierarchy concurrency control technique in object-oriented database systems,"c villena-heinsen , j konig , b von tongelen , ak","information and software technology ,",1998.0
6416,1200,19423,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,event specification in an object-oriented database,"nh gehani , hv jagadish , o shmueli",proceedings international conference on management of,None
6417,1841,24034,0,database management systems and the internet,s malaika,vldb,1996,special issue on rule management and processing in expert database systems - letter from the guest,tk sellis,"sigmod record ,",None
6418,570,15455,1,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,j. wid om . lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass","sigmod record ,",None
6419,1365,20740,0,infomaster : an information integration system,"m genesereth , a keller , o duschka",sigmod conference,1997,quality-driven integration of heterogeneous information systems,"f naumann , u leser , jc freytag","proceedings of the international conference on very large & hellip ; ,",1999.0
6420,2604,22725,1,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,computation of multidimensional aggregates,"pm deshpande , s agarwal , jf naughton , r",None,None
6421,1829,33801,0,open object database management systems,None,None,1994,acces path selection in a relational database management system,"p griths , m astrahan , d chamberlin , r lorie , t",acm sigmod 1979 international conference on management of,None
6422,2220,23064,0,foundations of preferences in database systems,w kieпling,vldb,2002,masking system crashes in database applications,"j freytag , f cristian , b kaehler","proc . intl. conf . on very large data bases , sep ,",None
6423,1980,50151,0,book review column,k aberer,sigmod record,2003,software and book review column,"g columnist , t nelson-graham",None,None
6424,3,53053,0,editor 's notes,l liu,sigmod record,2002,editor 's notes,sb merriam,"new directions for adult and continuing education ,",None
6425,1369,21028,0,multi-dimensional database allocation for parallel data warehouses,"t stіhr , h mфrtens , e rahm",vldb,2000,materialized view selection for multidimensional database,"a shukla , p deshpande","proceedings of 24 international conference on very large & hellip ; ,",None
6426,2533,57445,0,sleepers and workaholics : caching strategies in mobile environments,"d barbarс , t imielinski",vldb j.,1995,sleepers and workoholics-cache invalidation strategies for mobile and wireless environments,"d barbara , t imielinski","acm sigmod ,",None
6427,369,17697,0,quality of service in multimedia digital libraries,"e bertino , a elmagarmid , m hacid",sigmod record,2001,towards interoperability in digital libraries,"a paepcke , s cousins , h garcia-molina",None,None
6428,562,19423,0,converting relational to object-oriented databases,j fong,sigmod record,1997,event specification in an object-oriented database,"nh gehani , hv jagadish , o shmueli",proceedings international conference on management of,None
6429,2338,24963,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,research directions in object-oriented databases,w kim,"proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",None
6430,1367,38418,0,languages for multi-database interoperability,"f gingras , l lakshmanan , i subramanian , d papoulis , n shiri",sigmod conference,1997,language features for ieee interoperability of databases with schematic discrepancies,"r krishnamurthy , w litwin , w kent","proceedings of acm sigmod international conference on & hellip ; ,",None
6431,1520,27459,0,multi-dimensional resource scheduling for parallel queries,"m garofalakis , y ioannidis",sigmod conference,1996,parallel query support for multidimensional data,k hahn,"vldbâ ?? 2001 workshop-supercomputing databases , rome , italy ,",None
6432,1936,15311,1,generalizing gloss to vector-space databases and broker hierarchies,"l gravano , h garcia-molina",vldb,1995,"generalizing gloss to vector-space databases and broker hierarchies , 1995",l gravano,None,None
6433,1594,49415,0,incremental clustering for mining in a data warehousing environment,"m ester , h kriegel , j sander , m wimmer , x xu",vldb,1998,view maintenance in a warehousing environment,"y zhung , mh garcia , j hammerâ ? ¦","proceedings of the acm sigmod international conference on & hellip ; ,",None
6434,676,23614,0,"database research at the indian institute of technology , bombay","d phatak , n sarda , s seshadri , s sudarshan",sigmod record,1996,database research at the university of oklahoma,"l brown , r dirckze , s guinepain , c sanchez , b","acm sigmod record ,",1999.0
6435,1833,19081,0,dblearn : a system prototype for knowledge discovery in relational databases,"j han , y fu , y huang , y cai , n cercone",sigmod conference,1994,discover : keyword search in relational databases,"v hristidis , y papakonstantinou","vldb ,",2002.0
6436,1578,60594,0,recovery protocols for shared memory database systems,"l molesky , k ramamritham",sigmod conference,1995,parallelism and recovery in database systems,"r bayer , h heller , a reiser","acm transactions on database systems ,",1980.0
6437,1543,38408,0,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,an effective boolean algorithm for mining association rules in large databases,"sy wur , y leu",None,None
6438,246,48571,0,modelling and querying video data,"r hjelsvold , r midtstraum",vldb,1994,a database approach for modeling and querying video data,cd mohand-saidhacid,None,None
